,ID,Owner,Country.of.Origin,Company,Producer,Number.of.Bags,Bag.Weight,In.Country.Partner,Harvest.Year,Grading.Date,Owner.1,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Quakers,Color,Category.Two.Defects,Expiration,Certification.Body,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters
1176,1170,cooperativa el gorrion r.l,Nicaragua,cooperativa el gorrion r.l,Cooperativa de Servicio MÃºltiples el GorriÃ³n R.L,275,69 kg,AsociaciÃ³n de CafÃ©s Especiales de Nicaragua,2015,"July 6th, 2015",COOPERATIVA EL GORRION R.L,Caturra,Natural / Dry,6.92,6.92,7,7.42,7.25,7.0,10.0,10.0,10.0,7,79.5,0.12,0,0,Green,6.0,"July 5th, 2016",AsociaciÃ³n de CafÃ©s Especiales de Nicaragua,m,1050.0,1050.0,1050.0
1177,1171,cqi taiwan icp cqi??????,Taiwan,blossom valley????,???,10,2 kg,Blossom Valley International,2014,"May 23rd, 2015",CQI Taiwan ICP CQI??????,Typica,Natural / Dry,6.92,7,7.17,7,7.42,7.0,10.0,10.0,10.0,7,79.5,0,0,0,,1.0,"May 22nd, 2016",Blossom Valley International,m,700.0,700.0,700.0
1178,1172,exportadora de cafe condor s.a,Colombia,exportadora de cafe condor s.a,,250,70 kg,AlmacafÃ©,2013,"June 21st, 2013",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.83,7.5,7.42,7.42,7.67,7.5,10.0,6.67,10.0,7.5,79.5,0,0,0,Green,2.0,"June 21st, 2014",AlmacafÃ©,m,1550.0,1550.0,1550.0
1179,1173,armando luis pohlenz martinez,Mexico,beneficio custepec s.a. de c.v.,ARMANDO LUIS POHLENZ MARTINEZ,250,1 kg,AMECAFE,2012,"August 1st, 2012",ARMANDO LUIS POHLENZ MARTINEZ,Caturra,Washed / Wet,7.25,7.08,6.92,7.25,7.58,7.08,9.33,10.0,10.0,7,79.5,0.12,1,0,Green,20.0,"August 1st, 2013",AMECAFE,m,1550.0,1550.0,1550.0
1180,1174,mario jose fernandez,Mexico,,MARIA DE LA LUZ SANCHEZ TODD,127,1 kg,AMECAFE,2012,"July 11th, 2012",MARIO JOSE FERNANDEZ,Typica,Washed / Wet,7.25,7.33,7,7.25,7.17,7.17,9.33,10.0,10.0,7,79.5,0.12,0,0,Bluish-Green,5.0,"July 11th, 2013",AMECAFE,m,1100.0,1100.0,1100.0
1181,1175,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",AMILCAR LAPOLA,250,69 kg,Asociacion Nacional Del CafÃ©,2013,"May 13th, 2014",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.08,7.33,7.25,7.58,7.33,7.42,9.33,9.33,9.33,7.42,79.42,0.1,0,0,Green,2.0,"May 13th, 2015",Asociacion Nacional Del CafÃ©,ft,1219.2,1219.2,1219.2
1182,1176,juan luis alvarado romero,Guatemala,outspan guatemala s.a.,VARIOS,275,69 kg,Asociacion Nacional Del CafÃ©,2014,"March 31st, 2014",Juan Luis Alvarado Romero,Other,Washed / Wet,7.25,7.33,6.83,7,7.0,7.17,10.0,10.0,10.0,6.83,79.42,0.1,1,0,Green,4.0,"March 31st, 2015",Asociacion Nacional Del CafÃ©,ft,1219.2,1219.2,1219.2
1183,1177,adriana torres rico quevedo,Mexico,cafessisimo compaÃ±ia s.a. de c.v.,ADRIANA TORRES RICO QUEVEDO,10,1 kg,AMECAFE,2012,"September 11th, 2012",ADRIANA TORRES RICO QUEVEDO,Typica,Washed / Wet,7,6.83,6.83,7.42,7.33,7.17,10.0,10.0,10.0,6.83,79.42,0.13,0,0,Green,30.0,"September 11th, 2013",AMECAFE,m,800.0,800.0,800.0
1184,1178,rre kunene,Cote d?Ivoire,royal 1750 coffee,CNRA,2,1 kg,Specialty Coffee Association,2016,"June 6th, 2017",Rre Kunene,,Washed / Wet,7.42,7.25,6.83,7,7.33,7.08,9.33,10.0,10.0,7.08,79.33,0.13,1,0,Bluish-Green,2.0,"June 6th, 2018",Specialty Coffee Association,m,200.0,200.0,200.0
1185,1179,the coffee source inc.,Colombia,the coffee source inc.,Spot,250,3 lbs,Specialty Coffee Association,2013,"January 8th, 2014",The Coffee Source Inc.,Caturra,Washed / Wet,7.42,7.25,6.75,7.25,7.42,7.25,9.33,9.33,10.0,7.33,79.33,0,0,0,Green,3.0,"January 8th, 2015",Specialty Coffee Association,m,1200.0,1200.0,1200.0
1186,1180,eric jesus cordoba arroyo,Mexico,,ERIC JESUS CORDOBA ARROYO,30,1 kg,AMECAFE,2012,"September 17th, 2012",ERIC JESUS CORDOBA ARROYO,Typica,Washed / Wet,7,7,6.83,7.33,7.42,6.92,10.0,10.0,10.0,6.83,79.33,0.14,0,0,None,23.0,"September 17th, 2013",AMECAFE,m,950.0,950.0,950.0
1187,1181,eric jesus cordoba arroyo,Mexico,,ANTONIO CORDOBA MURILLO,50,1 kg,AMECAFE,2012,"September 10th, 2012",ERIC JESUS CORDOBA ARROYO,Typica,Washed / Wet,7.42,7.17,7.08,7.17,7.08,7.08,9.33,10.0,10.0,7,79.33,0.14,0,0,Green,19.0,"September 10th, 2013",AMECAFE,m,750.0,750.0,750.0
1188,1182,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",Conquista/ Morito,250,1 kg,Asociacion Nacional Del CafÃ©,2012,"January 13th, 2012",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.17,6.5,6.33,7.25,7.58,7.33,10.0,10.0,10.0,7.17,79.33,0.11,0,0,Green,6.0,"January 12th, 2013",Asociacion Nacional Del CafÃ©,m,,,
1189,1183,"lin, che-hao krude ???",Taiwan,"red on tree co., ltd.",WU SHU YI ???,50,20 kg,Specialty Coffee Association,2014,"November 7th, 2014","Lin, Che-Hao Krude ???",Typica,Washed / Wet,7.08,6.83,6.83,7.25,7.42,7.08,10.0,10.0,10.0,6.75,79.25,0.11,0,0,Blue-Green,0.0,"November 7th, 2015",Specialty Coffee Association,m,850.0,850.0,850.0
1190,1184,marco virgilio ramirez teliz,Mexico,cafes de naranjal s.a. de c.v,MARCO VIRGILIO RAMIREZ TELIZ,12,1 kg,AMECAFE,2012,"September 10th, 2012",MARCO VIRGILIO RAMIREZ TELIZ,Bourbon,Washed / Wet,7,7,6.92,7.17,7.17,7.08,10.0,10.0,10.0,6.92,79.25,0.13,0,0,Green,10.0,"September 10th, 2013",AMECAFE,m,1000.0,1000.0,1000.0
1191,1185,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",OTTO BECKER,50,69 kg,Asociacion Nacional Del CafÃ©,2017,"August 22nd, 2017",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.33,7.42,7.33,7.42,7.5,7.42,8.67,9.33,9.33,7.42,79.17,0.1,0,0,Green,0.0,"August 22nd, 2018",Asociacion Nacional Del CafÃ©,ft,1219.2,1219.2,1219.2
1192,1186,janny marlith torres,Honduras,coffee planet corporation s.a,Jorge Alfredo Pinto,15,69 kg,Instituto HondureÃ±o del CafÃ©,2017,"July 27th, 2017",Janny Marlith Torres,Catuai,Washed / Wet,7.58,7,6.75,6.92,7.0,6.92,10.0,10.0,10.0,7,79.17,0.11,0,0,Green,5.0,"July 27th, 2018",Instituto HondureÃ±o del CafÃ©,m,1650.0,1650.0,1650.0
1193,1187,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",CHAPULTEPEC,250,69 kg,Asociacion Nacional Del CafÃ©,2016,"May 23rd, 2016",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.08,7,6.92,7.42,7.0,6.92,10.0,10.0,10.0,6.83,79.17,0.11,0,8,Green,6.0,"May 23rd, 2017",Asociacion Nacional Del CafÃ©,m,1320.0,1320.0,1320.0
1194,1188,juan luis alvarado romero,Guatemala,mercon guatemala s.a.,OVIDIO CARDONA,275,69 kg,Asociacion Nacional Del CafÃ©,2015,"June 30th, 2015",Juan Luis Alvarado Romero,Catuai,Washed / Wet,7.25,7.17,6.75,7.25,7.0,6.92,10.0,10.0,10.0,6.83,79.17,0.11,0,0,Green,6.0,"June 29th, 2016",Asociacion Nacional Del CafÃ©,m,1300.0,1800.0,1550.0
1195,1189,brent hall,Costa Rica,s&d coffee and tea,,1,2 kg,Specialty Coffee Association,2012,"December 10th, 2013",Brent Hall,Catuai,Washed / Wet,7.17,7.42,7.5,8,7.25,7.83,10.0,10.0,6.67,7.33,79.17,0.1,5,0,None,20.0,"December 10th, 2014",Specialty Coffee Association,m,,,
1196,1190,israel eduardo paz garcia,Mexico,cafeorganico.mx,HILARIO GARCÃA SANDOVAL,10,1 kg,AMECAFE,2012,"September 13th, 2012",ISRAEL EDUARDO PAZ GARCIA,Typica,Washed / Wet,7.25,7.08,6.92,7.08,7.17,7.17,9.33,10.0,10.0,7.17,79.17,0.14,0,0,None,8.0,"September 13th, 2013",AMECAFE,m,1550.0,1550.0,1550.0
1197,1191,julio cesar robles flores,Mexico,,SOCIEADAD COOPERATIVA INDUSTRIAL CAFES YAJALON S. C. L.,53,1 kg,AMECAFE,2012,"August 30th, 2012",JULIO CESAR ROBLES FLORES,Typica,Washed / Wet,7.17,6.92,6.92,7.08,7.17,7.0,10.0,10.0,10.0,6.92,79.17,0.14,0,0,Green,34.0,"August 30th, 2013",AMECAFE,m,1450.0,1450.0,1450.0
1198,1192,masamichi hiroike,Mexico,,Various smallholders,250,6,Specialty Coffee Association,08/09 crop,"April 9th, 2010",Masamichi Hiroike,Typica,,6.75,6.75,6.83,7.25,7.58,7.08,10.0,10.0,10.0,6.92,79.17,0.01,0,0,,8.0,"April 9th, 2011",Specialty Coffee Association,m,1200.0,1200.0,1200.0
1199,1193,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",ANGEL DE LEON,50,69 kg,Asociacion Nacional Del CafÃ©,2017,"August 23rd, 2017",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.58,7.67,7.42,7.42,7.67,7.67,8.67,8.67,8.67,7.67,79.08,0.1,0,0,Green,1.0,"August 23rd, 2018",Asociacion Nacional Del CafÃ©,m,1700.0,1700.0,1700.0
1200,1194,german negron,United States (Puerto Rico),"hacienda alto grande, llc.",Hacienda Alto Grande,18,5 lbs,Specialty Coffee Association,2013,"June 9th, 2014",German Negron,Other,Washed / Wet,7.42,7.08,6.75,7.33,7.33,6.92,10.0,9.33,10.0,6.92,79.08,0.13,0,0,Green,0.0,"June 9th, 2015",Specialty Coffee Association,ft,853.44,853.44,853.44
1201,1195,israel eduardo paz garcia,Mexico,cafeorganico.mx,GUADALUPE HERAS HERNANDEZ,13,1 kg,AMECAFE,2012,"September 13th, 2012",ISRAEL EDUARDO PAZ GARCIA,Typica,Washed / Wet,7.33,7,6.92,7.25,7.33,7.08,9.33,10.0,10.0,6.83,79.08,0.16,0,0,None,2.0,"September 13th, 2013",AMECAFE,m,1500.0,1500.0,1500.0
1202,1196,juana rodriguez gutierrez,Mexico,productores e industrializadores de cafÃ© orgÃ¡nico la fe s.c. de r.l.,JUANA RODRIGUEZ GUTIERREZ,10,1 kg,AMECAFE,2012,"September 12th, 2012",JUANA RODRIGUEZ GUTIERREZ,Mundo Novo,Washed / Wet,7.25,7.08,6.75,7.33,7.42,7.0,9.33,10.0,10.0,6.92,79.08,0.11,0,0,Green,45.0,"September 12th, 2013",AMECAFE,m,1100.0,1100.0,1100.0
1203,1197,balbino ramirez flores,Mexico,,BALBINO RAMIREZ FLORES,10,1 kg,AMECAFE,2012,"July 3rd, 2012",BALBINO RAMIREZ FLORES,Typica,Washed / Wet,7.17,7.25,7.25,7.17,7.25,7.08,9.33,9.33,10.0,7.25,79.08,0.1,0,0,Bluish-Green,0.0,"July 3rd, 2013",AMECAFE,m,1200.0,1200.0,1200.0
1204,1198,racafe & cia s.c.a,,,,149,70 kg,AlmacafÃ©,,"March 1st, 2011",Racafe & Cia S.C.A,,,6.75,6.75,6.42,6.83,7.58,7.5,10.0,10.0,10.0,7.25,79.08,0.1,0,0,,3.0,"February 29th, 2012",AlmacafÃ©,m,,,
1205,1199,juan luis alvarado romero,Guatemala,outspan guatemala s.a.,Varios,250,69 kg,Asociacion Nacional Del CafÃ©,2014,"September 11th, 2014",Juan Luis Alvarado Romero,Other,Washed / Wet,7.33,7.17,6.58,7.42,7.08,6.83,10.0,10.0,10.0,6.58,79,0.12,0,0,Green,3.0,"September 11th, 2015",Asociacion Nacional Del CafÃ©,ft,1219.2,1219.2,1219.2
1206,1200,cafes finos de exportacion s de r.l.,Honduras,cafes finos de exportacion s de r.l.,Cooperativa Coaquil,275,2 kg,Instituto HondureÃ±o del CafÃ©,2014,"April 26th, 2014",CAFES FINOS DE EXPORTACION S DE R.L.,Pacas,Washed / Wet,7,7,7,7,7.0,7.0,10.0,10.0,10.0,7,79,0.11,0,0,Green,12.0,"April 26th, 2015",Instituto HondureÃ±o del CafÃ©,m,1350.0,1350.0,1350.0
1207,1201,sustainable harvest coffee,Peru,sustainable harvest,Frontera,280,69 kg,Specialty Coffee Association,2012,"January 8th, 2013",Sustainable Harvest Coffee,Typica,Washed / Wet,7.67,7.17,7.08,7.25,8.0,7.5,8.67,9.33,9.33,7,79,0,0,0,,4.0,"January 8th, 2014",Specialty Coffee Association,m,1400.0,1400.0,1400.0
1208,1202,gonzalo de aquino flores,Mexico,cafÃ© monteabuelo s.a. de c.v.,GONZALO DE AQUINO FLORES,14,1 kg,AMECAFE,2012,"September 17th, 2012",GONZALO DE AQUINO FLORES,Mundo Novo,Natural / Dry,6.75,7.08,6.67,7.25,7.17,7.08,10.0,10.0,10.0,7,79,0.12,0,0,None,12.0,"September 17th, 2013",AMECAFE,m,1300.0,1300.0,1300.0
1209,1203,israel eduardo paz garcia,Mexico,cafeorganico.mx,JUAN CRUZ RIAÃ‘O,16,1 kg,AMECAFE,2012,"September 12th, 2012",ISRAEL EDUARDO PAZ GARCIA,Typica,Semi-washed / Semi-pulped,7.5,7.17,6.92,7.5,7.25,7.0,8.67,10.0,10.0,7,79,0.14,3,0,Green,17.0,"September 12th, 2013",AMECAFE,m,1550.0,1550.0,1550.0
1210,1204,juan avenamar rodriguez funez,Mexico,cafÃ© pico de loro,JUAN AVENAMAR RODRIGUEZ FUNEZ,120,1 kg,AMECAFE,2012,"August 30th, 2012",JUAN AVENAMAR RODRIGUEZ FUNEZ,Typica,Washed / Wet,7.17,6.83,6.83,7.25,7.17,6.92,10.0,10.0,10.0,6.83,79,0.14,7,0,Green,38.0,"August 30th, 2013",AMECAFE,m,12.0,12.0,12.0
1211,1205,alfredo bojalil,Mexico,ecomtrading,AGROINDUSTRIAS UNIDAS DE MEXICO SA DE CV,250,1 kg,AMECAFE,2013,"March 12th, 2013",ALFREDO BOJALIL,Typica,Washed / Wet,7.33,7,6.75,7.08,7.17,7.25,9.33,10.0,10.0,7,78.92,0.12,0,0,Green,8.0,"March 12th, 2014",AMECAFE,m,1300.0,1300.0,1300.0
1212,1206,israel eduardo paz garcia,Mexico,cafeorganico.mx,LUISA ZUÃ‘IGA GARCÃA,14,1 kg,AMECAFE,2012,"September 17th, 2012",ISRAEL EDUARDO PAZ GARCIA,Typica,Washed / Wet,7.5,7,6.92,7.08,6.92,6.75,10.0,10.0,10.0,6.75,78.92,0.16,0,0,None,0.0,"September 17th, 2013",AMECAFE,m,1400.0,1400.0,1400.0
1213,1207,"exportadora atlantic, s.a.",Nicaragua,exportadora atlantic s.a,TeÃ³filo NarvÃ¡ez,1,1 kg,Instituto HondureÃ±o del CafÃ©,2016,"May 22nd, 2017","Exportadora Atlantic, S.A.",Caturra,Other,7.17,7,6.92,7,7.0,7.0,10.0,10.0,10.0,6.75,78.83,0.1,0,2,Green,4.0,"May 22nd, 2018",Instituto HondureÃ±o del CafÃ©,m,1100.0,1100.0,1100.0
1214,1208,eileen koyanagi,United States (Hawaii),kona pacific farmers cooperative,,11,2 lbs,Specialty Coffee Association,2013,"January 17th, 2014",Eileen Koyanagi,,Natural / Dry,7.5,6.92,6.92,7.25,7.58,7.42,9.33,9.33,9.33,7.17,78.75,0.12,5,0,Green,8.0,"January 17th, 2015",Specialty Coffee Association,ft,,,
1215,1209,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",AGRIPEC DE LA VEGA Y CIA.,250,69 kg,Asociacion Nacional Del CafÃ©,2013,"July 5th, 2013",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.33,7.08,6.33,7.25,7.0,7.0,10.0,10.0,10.0,6.75,78.75,0.12,1,0,Green,8.0,"July 5th, 2014",Asociacion Nacional Del CafÃ©,ft,1310.64,1310.64,1310.64
1216,1210,octavio augusto diaz trejo,Mexico,empagri s.p.r. de r.l. de c.v.,"JOSE VAZQUEZ CANTON, JOSE ANTONIO JIMENEZ GONZALEZ, IRENEO GARCIA VALDIVIA",20,1 kg,AMECAFE,2012,"August 1st, 2012",OCTAVIO AUGUSTO DIAZ TREJO,Typica,Washed / Wet,7.25,6.83,6.83,7,7.17,7.0,10.0,10.0,10.0,6.67,78.75,0.14,0,0,Green,0.0,"August 1st, 2013",AMECAFE,m,1320.0,1320.0,1320.0
1217,1211,damaso martinez perez,Mexico,,DAMASO MARTINEZ PEREZ,35,1 kg,AMECAFE,2012,"July 16th, 2012",DAMASO MARTINEZ PEREZ,Typica,Semi-washed / Semi-pulped,7.25,7.33,7.17,7.25,7.08,7.0,8.67,10.0,10.0,7,78.75,0.14,0,0,None,0.0,"July 16th, 2013",AMECAFE,m,1250.0,1250.0,1250.0
1218,1212,"productores de especialidad emiliano zapeata, spr.",Mexico,,"PEDRO HERRERA GUZMAN, AURELIO GABRIEL HERNANDEZ ,MARIA DE LOURDES DERISTAIN TRESS",10,1 kg,AMECAFE,2012,"June 6th, 2012","PRODUCTORES DE ESPECIALIDAD EMILIANO ZAPEATA, SPR.",Bourbon,Washed / Wet,7.67,7.17,6.83,7.33,7.58,7.17,9.33,10.0,8.67,7,78.75,0.12,0,0,,0.0,"June 6th, 2013",AMECAFE,m,1350.0,1350.0,1350.0
1219,1213,adam ciruli ye,China,yunnan louis herbs r& d center,Yunnan Louis Herbs R&D Center,1,2 kg,Specialty Coffee Association,2013,"April 26th, 2014",Adam Ciruli Ye,Typica,Washed / Wet,7,6.92,6.83,7.17,7.17,7.17,10.0,10.0,9.33,7.08,78.67,0,0,0,Green,5.0,"April 26th, 2015",Specialty Coffee Association,m,1850.0,1850.0,1850.0
1220,1214,juan garcia hernandez,Mexico,,JUAN GARCIA HERNANDEZ,20,1 kg,AMECAFE,2012,"September 17th, 2012",JUAN GARCIA HERNANDEZ,Caturra,Washed / Wet,6.92,6.92,6.67,7.25,7.17,6.92,10.0,10.0,10.0,6.83,78.67,0.13,0,0,None,2.0,"September 17th, 2013",AMECAFE,m,1150.0,1150.0,1150.0
1221,1215,"exportadora atlantic, s.a.",Nicaragua,exportadora atlantic s.a,ADONIS JOSE ORTEZ BELTRAN,275,69 kg,Instituto HondureÃ±o del CafÃ©,2016,"February 17th, 2016","Exportadora Atlantic, S.A.",,,7.08,7,6.75,6.83,7.08,6.92,10.0,10.0,10.0,6.92,78.58,0.1,1,5,Green,7.0,"February 16th, 2017",Instituto HondureÃ±o del CafÃ©,m,,,
1222,1216,"exportadora atlantic, s.a.",Nicaragua,exportadora atlantic s.a,,275,2 kg,AsociaciÃ³n de CafÃ©s Especiales de Nicaragua,2014,"March 28th, 2015","Exportadora Atlantic, S.A.",,Natural / Dry,6.83,7.08,6.92,6.75,7.25,7.08,10.0,10.0,10.0,6.67,78.58,0.11,1,0,Green,1.0,"March 27th, 2016",AsociaciÃ³n de CafÃ©s Especiales de Nicaragua,m,,,
1223,1217,juan luis alvarado romero,Guatemala,outspan guatemala s.a.,VARIOS,250,69 kg,Asociacion Nacional Del CafÃ©,2014,"September 4th, 2014",Juan Luis Alvarado Romero,Other,Washed / Wet,7.33,7.17,6.92,7.58,7.25,7.17,8.67,9.33,10.0,7.17,78.58,0.12,0,0,Green,3.0,"September 4th, 2015",Asociacion Nacional Del CafÃ©,ft,1219.2,1219.2,1219.2
1224,1218,"lin, che-hao krude ???",Taiwan,"red on tree co., ltd.",GUO JIUN HUNG ??? & TSENG RU FENG ???,50,20 kg,Specialty Coffee Association,2013,"July 22nd, 2014","Lin, Che-Hao Krude ???",Typica,Washed / Wet,6.83,6.75,7.17,7.25,7.0,6.92,10.0,10.0,10.0,6.67,78.58,0.1,0,0,Green,0.0,"July 22nd, 2015",Specialty Coffee Association,m,800.0,800.0,800.0
1225,1219,alfredo bojalil,Mexico,ecomtrading,EPIFANIO GARCIA DE MIGUEL,250,1 kg,AMECAFE,2012,"July 26th, 2012",ALFREDO BOJALIL,Typica,Washed / Wet,7,7,6.75,7.33,6.92,6.92,10.0,10.0,10.0,6.67,78.58,0.13,0,0,Green,1.0,"July 26th, 2013",AMECAFE,m,1400.0,1400.0,1400.0
1226,1220,organizaciones de productores de cafe colimense,Mexico,organizaciones de productores de cafe colimense sa de cv,"J. CARMEN GUZMAN CONCEPCION, IGNACIO RAMIREZ BARAJAS, DIONICIO GARCIA RAMIREZ",50,1 kg,AMECAFE,2012,"July 2nd, 2012",ORGANIZACIONES DE PRODUCTORES DE CAFE COLIMENSE,Typica,Washed / Wet,7.92,7.58,7.58,7.92,7.92,7.5,8.0,6.67,10.0,7.5,78.58,0.1,0,0,,1.0,"July 2nd, 2013",AMECAFE,m,1300.0,1300.0,1300.0
1227,1221,kona pacific farmers cooperative,United States (Hawaii),,,8,100 lbs,Specialty Coffee Association,,"June 21st, 2011",Kona Pacific Farmers Cooperative,,,7.92,6.83,7.08,7.42,6.75,7.33,8.67,9.33,10.0,7.25,78.58,0,0,0,,0.0,"June 20th, 2012",Specialty Coffee Association,ft,,,
1228,1222,kurt kappeli,Mexico,uniÃ³n de ejidos san fernando,Various small producers,280,69 kg,Specialty Coffee Association,2014,"April 26th, 2014",Kurt Kappeli,Bourbon,Washed / Wet,7.25,6.75,6.92,6.92,7.25,7.58,9.33,9.33,10.0,7.17,78.5,0,0,0,Green,0.0,"April 26th, 2015",Specialty Coffee Association,m,1600.0,1600.0,1600.0
1229,1223,rosario miguel hernandez,Mexico,villa talea cafÃ©,REYNALDO OLIVERA RIOS,10,1 kg,AMECAFE,2012,"September 14th, 2012",ROSARIO MIGUEL HERNANDEZ,Typica,Washed / Wet,7.08,6.83,6.83,7,7.0,6.92,10.0,10.0,10.0,6.83,78.5,0.12,0,0,None,14.0,"September 14th, 2013",AMECAFE,m,1400.0,1400.0,1400.0
1230,1224,francisco ruiz nunez,Mexico,,FRANCISCO RUIZ NUÃ‘EZ,20,1 kg,AMECAFE,2012,"July 26th, 2012",FRANCISCO RUIZ NUNEZ,Caturra,Washed / Wet,7.25,7.17,7,6.83,7.58,7.08,8.67,10.0,10.0,6.92,78.5,0.13,1,0,Green,3.0,"July 26th, 2013",AMECAFE,m,1200.0,1200.0,1200.0
1231,1225,bourbon specialty coffees,Brazil,bourbon specialty coffees,Manoel Cardoso and Galileo Cardoso,300,60 kg,Brazil Specialty Coffee Association,2014/2015,"December 16th, 2014",BOURBON SPECIALTY COFFEES,Catuai,Natural / Dry,6.83,7,6.92,7.08,6.92,6.83,10.0,10.0,10.0,6.83,78.42,0.12,3,0,Green,4.0,"December 16th, 2015",Brazil Specialty Coffee Association,m,,,
1232,1226,israel eduardo paz garcia,Mexico,cafeorganico.mx,LAMBERTO JOSÃ‰ GARCÃA,10,1 kg,AMECAFE,2012,"September 14th, 2012",ISRAEL EDUARDO PAZ GARCIA,Typica,Washed / Wet,7.58,7.17,7,7.17,7.33,7.0,8.0,10.0,10.0,7.17,78.42,0.14,0,0,None,0.0,"September 14th, 2013",AMECAFE,m,1500.0,1500.0,1500.0
1233,1227,eileen koyanagi,United States (Hawaii),kona pacific farmers cooperative,,5,100 lbs,Specialty Coffee Association,2014,"March 19th, 2014",Eileen Koyanagi,Hawaiian Kona,Natural / Dry,7.5,7.75,7.58,7.83,7.92,7.92,7.33,8.0,8.67,7.83,78.33,0.1,0,0,Bluish-Green,0.0,"March 19th, 2015",Specialty Coffee Association,ft,,,
1234,1228,juan luis alvarado romero,Guatemala,outspan guatemala s.a.,VARIOS,275,69 kg,Asociacion Nacional Del CafÃ©,2014,"February 27th, 2014",Juan Luis Alvarado Romero,Other,Washed / Wet,7.17,6.5,6.67,7,7.17,7.17,10.0,10.0,10.0,6.67,78.33,0.1,0,0,Green,2.0,"February 27th, 2015",Asociacion Nacional Del CafÃ©,ft,1219.2,1219.2,1219.2
1235,1229,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",LUIS RODRIGUEZ,250,1 kg,Asociacion Nacional Del CafÃ©,2012,"February 7th, 2013",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.17,7.17,6.5,7.17,7.0,6.83,10.0,10.0,10.0,6.5,78.33,0.11,1,0,Green,4.0,"February 7th, 2014",Asociacion Nacional Del CafÃ©,ft,1310.64,1310.64,1310.64
1236,1230,pablo cervantes morelos        ,Mexico,asociaciÃ³n agricola local de productores de cafÃ© de huautla de jimenez        ,PABLO CERVANTES MORELOS        ,100,1 kg,AMECAFE,2012,"September 11th, 2012",PABLO CERVANTES MORELOS        ,Typica,Natural / Dry,7.25,7.25,7,7.5,7.33,7.42,8.0,9.33,10.0,7.75,78.33,0.13,31,0,Green,47.0,"September 11th, 2013",AMECAFE,m,1300.0,1300.0,1300.0
1237,1231,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",Conquista/ Morito,250,1 kg,Asociacion Nacional Del CafÃ©,2012,"January 13th, 2012",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.17,6.08,6.17,7.25,7.33,7.33,10.0,10.0,10.0,7,78.33,0.11,0,0,Green,9.0,"January 12th, 2013",Asociacion Nacional Del CafÃ©,m,,,
1238,1232,eileen koyanagi,United States (Hawaii),kona pacific farmers cooperative,,18,100 lbs,Specialty Coffee Association,2014,"January 20th, 2015",Eileen Koyanagi,Hawaiian Kona,Natural / Dry,7.5,7.5,7.33,7.58,7.5,7.42,8.67,8.67,8.67,7.42,78.25,0.11,2,0,Green,8.0,"January 20th, 2016",Specialty Coffee Association,ft,,,
1239,1233,kona pacific farmers cooperative,United States (Hawaii),kona pacific farmers cooperative,,5,100 lbs,Specialty Coffee Association,2012,"May 24th, 2012",Kona Pacific Farmers Cooperative,Hawaiian Kona,Natural / Dry,7.42,7.33,7.33,7.5,7.67,7.75,8.0,8.67,9.33,7.25,78.25,0.11,4,0,Green,31.0,"May 24th, 2013",Specialty Coffee Association,ft,,,
1240,1234,sanjava coffee,Indonesia,pt. shriya artha nusantara,vary farms,2,1 kg,Specialty Coffee Association of Indonesia,2016,"July 18th, 2017",SanJava Coffee,Java,Washed / Wet,6.92,6.83,6.92,6.92,6.92,6.83,10.0,10.0,10.0,6.83,78.17,0.13,0,0,,1.0,"July 18th, 2018",Specialty Coffee Association of Indonesia,m,1300.0,1300.0,1300.0
1241,1235,gustavo amieva gonzalez,Mexico,,CONSUELO GONZALEZ GOMEZ,320,1 kg,AMECAFE,2012,"July 11th, 2012",GUSTAVO AMIEVA GONZALEZ,Typica,Washed / Wet,7.08,6.83,6.67,7.25,7.25,6.92,10.0,9.33,10.0,6.75,78.08,0.11,0,0,Green,3.0,"July 11th, 2013",AMECAFE,m,1050.0,1050.0,1050.0
